"const_id","const_name","elected_mp_party","elected_mp_party_name","elected_mp_name","elected_mp_votes","majority","valid","invalid","electorate","turnout_pct","ge17_party","ge17_majority","ge17_turnout"
"E14001017","Warrington North","Lab","Labour Party","Charlotte Nichols",20611,1509,46667,,72565,64.3,"Lab",9582,67.6
"E14001018","Warrington South","Con","Conservative and Unionist Party","Andy Carter",28187,2010,61899,,86895,71.2,"Lab",2549,72.5
"E14001019","Warwick and Leamington","Lab","Labour Party","Matt Western",23718,789,54205,,76373,71,"Lab",1206,73
"E14001020","Washington and Sunderland West","Lab","Labour Party","Sharon Hodgson",15941,3723,37513,,,,"Lab",12940,60.4
"E14001021","Watford","Con","Conservative and Unionist Party","Dean Russell",26421,4433,58065,,,,"Con",2092,67.9
"E14001022","Waveney","Con","Conservative and Unionist Party","Peter Aldous",31778,18002,51129,,82791,61.8,"Con",9215,65.3
"E14001023","Wealden","Con","Conservative and Unionist Party","Nus Ghani",37043,25655,60907,,82990,73.4,"Con",23628,74.4
"E14001024","Weaver Vale","Lab","Labour Party","Mike Amesbury",22772,562,50713,,70551,71.9,"Lab",3928,73.5
"E14001025","Wellingborough","Con","Conservative and Unionist Party","Peter Bone",32277,18540,51913,,,,"Con",12460,67.3
"E14001026","Wells","Con","Conservative and Unionist Party","James Heappey",33336,9991,61565,,86522,71.2,"Con",7582,74
"E14001027","Welwyn Hatfield","Con","Conservative and Unionist Party","Grant Shapps",27394,10955,52053,,74892,69.5,"Con",7369,71
"E14001028","Wentworth and Dearne","Lab","Labour Party","John Healey",16742,2165,41557,,74536,55.8,"Lab",14803,59.1
"E14001029","West Bromwich East","Con","Conservative and Unionist Party","Nicola Faye Richards",16804,1593,35975,,62111,57.9,"Lab",7713,61.5
"E14001030","West Bromwich West","Con","Conservative and Unionist Party","Shaun Stephen Bailey",17419,3799,34459,,64576,53.4,"Lab",4460,54.9
"E14001031","West Dorset","Con","Conservative and Unionist Party","Chris Loder",33589,14106,60925,,80963,75.3,"Con",19091,75.6
"E14001032","West Ham","Lab","Labour Party","Lyn Brown",42181,32388,60200,,98871,60.9,"Lab",36754,65.9
"E14001033","West Lancashire","Lab","Labour Party","Rosie Cooper",27458,8336,52663,,,,"Lab",11689,74.4
"E14001034","West Suffolk","Con","Conservative and Unionist Party","Matt Hancock",33842,23194,51437,,,,"Con",17063,67
"E14001035","West Worcestershire","Con","Conservative and Unionist Party","Harriett Mary Morrison Baldwin",34909,24499,57530,,76267,75.4,"Con",21328,76.1
"E14001036","Westminster North","Lab","Labour Party","Karen Buck",23240,10759,42911,,65519,65.5,"Lab",11512,68.1
"E14001037","Westmorland and Lonsdale","LD","Liberal Democrats","Tim Farron",25795,1934,52712,,,,"LD",777,78
"E14001038","Weston-Super-Mare","Con","Conservative and Unionist Party","John Penrose",31983,17121,55614,,82526,67.4,"Con",11544,68.8
"E14001039","Wigan","Lab","Labour Party","Lisa Nandy",21042,6728,45042,,,,"Lab",16027,63.2
"E14001040","Wimbledon","Con","Conservative and Unionist Party","Stephen Hammond",20373,628,53027,,68232,77.7,"Con",5622,77.3
"E14001041","Winchester","Con","Conservative and Unionist Party","Steve Brine",28430,985,58890,,,,"Con",9999,79
"E14001042","Windsor","Con","Conservative and Unionist Party","Adam Afriyie",31501,20079,53882,,,,"Con",22384,73.5
"E14001043","Wirral South","Lab","Labour Party","Alison McGovern",22284,6105,43547,,57280,76,"Lab",8323,78.5
"E14001044","Wirral West","Lab","Labour Party","Margaret Greenwood",20695,3003,42918,,55550,77.3,"Lab",5365,78.6
"E14001045","Witham","Con","Conservative and Unionist Party","Priti Patel",32876,24082,49344,,70402,70.1,"Con",18646,71.5
"E14001046","Witney","Con","Conservative and Unionist Party","Robert Alexander Courts",33856,15177,61305,,,,"Con",21241,73.8
"E14001047","Woking","Con","Conservative and Unionist Party","Jonathan Lord",26396,9767,53937,,,,"Con",16724,72.7
"E14001048","Wokingham","Con","Conservative and Unionist Party","John Redwood",30734,7383,61997,,83953,73.8,"Con",18798,75.7
"E14001049","Wolverhampton North East","Con","Conservative and Unionist Party","Jane Stevenson",17722,4080,34281,,,,"Lab",4587,60.2
"E14001050","Wolverhampton South East","Lab","Labour Party","Pat McFadden",15522,1235,33443,,,,"Lab",8514,60.3
"E14001051","Wolverhampton South West","Con","Conservative and Unionist Party","Stuart Paul Anderson",19864,1661,41136,,,,"Lab",2185,70.8
"E14001052","Worcester","Con","Conservative and Unionist Party","Robin Walker",25856,6758,50898,,73403,69.3,"Con",2508,69.7
"E14001053","Workington","Con","Conservative and Unionist Party","Mark Jenkinson",20488,4176,41599,,61370,67.8,"Lab",3925,69.2
"E14001054","Worsley and Eccles South","Lab","Labour Party","Barbara Keeley",20446,3101,44825,,75219,59.6,"Lab",8379,62.1
"E14001055","Worthing West","Con","Conservative and Unionist Party","Peter Bottomley",30475,14823,54648,,78587,69.5,"Con",12090,70.2
"E14001056","Wycombe","Con","Conservative and Unionist Party","Steve Baker",24766,4214,54756,,78094,70.1,"Con",6578,69.6
"E14001057","Wyre and Preston North","Con","Conservative and Unionist Party","Ben Wallace",31589,16781,52924,,,,"Con",12246,73
"E14001058","Wyre Forest","Con","Conservative and Unionist Party","Mark Garnier",32960,21413,50561,,78079,64.8,"Con",13334,65.9
"E14001059","Wythenshawe and Sale East","Lab","Labour Party","Mike Kane",23855,10396,44759,,76313,58.7,"Lab",14944,60.1
"E14001060","Yeovil","Con","Conservative and Unionist Party","Marcus Fysh",34588,16181,59260,,,,"Con",14723,71.8
"E14001061","York Central","Lab","Labour and Co-operative Party","Rachael Maskell",27312,13545,49505,,74801,66.2,"Lab",18575,68.9
"E14001062","York Outer","Con","Conservative and Unionist Party","Julian Sturdy",27324,9985,55347,,74586,74.2,"Con",8289,75.9
"N06000001","Belfast East","DUP","Democratic Unionist Party - D.U.P.","Gavin Robinson",20874,1819,42445,,66245,64.1,"DUP",8474,67.7
"N06000002","Belfast North","SF","Sinn Fin","John Finucane",23078,1943,49037,,72225,67.9,"DUP",2081,67.5
"N06000003","Belfast South","SDLP","SDLP (Social Democratic & Labour Party)","Claire Hanna",27079,15401,47352,,69984,67.7,"DUP",1996,66.3
"N06000004","Belfast West","SF","Sinn Fin","Paul Maskey",20866,14672,38782,,65644,59.1,"SF",21652,65.4
"N06000005","East Antrim","DUP","Democratic Unionist Party - D.U.P.","Sammy Wilson",16871,6706,37261,,64830,57.5,"DUP",15923,60.8
"N06000006","East Londonderry","DUP","Democratic Unionist Party - D.U.P.","Gregory Campbell",15765,9607,39302,,69246,56.8,"DUP",8842,61.4
"N06000007","Fermanagh and South Tyrone","SF","Sinn Fin","Michelle Gildernew",21986,57,50762,,72848,69.7,"SF",875,76.1
"N06000008","Foyle","SDLP","SDLP (Social Democratic & Labour Party)","Colum Eastwood",26881,17110,47144,,74346,63.4,"SF",169,65.6
"N06000009","Lagan Valley","DUP","Democratic Unionist Party - D.U.P.","Jeffrey M. Donaldson",19586,6499,45405,,75735,60,"DUP",19229,62.2
"N06000010","Mid Ulster","SF","Sinn Fin","Francie Molloy",20473,9537,44620,,70449,63.3,"SF",12890,68.6
"N06000011","Newry and Armagh","SF","Sinn Fin","Mickey Brady",20287,9287,50779,,81226,62.5,"SF",12489,68.9
"N06000012","North Antrim","DUP","Democratic Unionist Party - D.U.P.","Ian Paisley Jr",20860,12721,44051,,77134,57.1,"DUP",20643,64.2
"N06000013","North Down","Alliance","Alliance - Alliance Party of Northern Ireland","Stephen Anthony Farry",18358,2968,40643,,67099,60.6,"Ind",1208,61
"N06000014","South Antrim","DUP","Democratic Unionist Party - D.U.P.","Paul Girvan",15149,2689,42974,,71711,59.9,"DUP",3208,63.4
"N06000015","South Down","SF","Sinn Fin","Chris Hazzard",16137,1620,49762,,79175,62.9,"SF",2446,67.5
"N06000016","Strangford","DUP","Democratic Unionist Party - D.U.P.","Jim Shannon",17705,7071,37485,,66928,56,"DUP",18343,60.4
"N06000017","Upper Bann","DUP","Democratic Unionist Party - D.U.P.","Carla Lockhart",20501,8210,50045,,82887,60.4,"DUP",7992,64.2
"N06000018","West Tyrone","SF","Sinn Fin","rfhlaith Begley",16544,7478,41186,,66259,62.2,"SF",10342,68.2
"S14000001","Aberdeen North","SNP","Scottish National Party (SNP)","Kirsty Blackman",20205,12670,37413,,62489,59.9,"SNP",4139,59.2
"S14000002","Aberdeen South","SNP","Scottish National Party (SNP)","Stephen Flynn",20388,3990,45638,,65719,69.4,"Con",4752,68.6
"S14000003","Airdrie and Shotts","SNP","Scottish National Party (SNP)","Neil Gray",17929,5201,39772,,64008,62.1,"SNP",195,59.3
"S14000004","Angus","SNP","Scottish National Party (SNP)","Dave Doogan",21216,3795,43170,,63952,67.5,"Con",2645,63.1
"S14000005","Argyll and Bute","SNP","Scottish National Party (SNP)","Brendan O'Hara",21040,4110,48050,,66525,72.2,"SNP",1328,71.6
"S14000006","Ayr, Carrick and Cumnock","SNP","Scottish National Party (SNP)","Allan Dorans",20272,2329,46592,,71970,64.7,"Con",2774,65
"S14000007","Banff and Buchan","Con","Conservative and Unionist Party","David Duguid",21182,4118,42260,,66655,63.4,"Con",3693,61.7
"S14000008","Berwickshire, Roxburgh and Selkirk","Con","Conservative and Unionist Party","John Lamont",25747,5148,53146,,74518,71.3,"Con",11060,71.7
"S14000009","Caithness, Sutherland and Easter Ross","LD","Liberal Democrats","Jamie Stone",11705,204,31457,,46930,67,"LD",2044,66
"S14000010","Central Ayrshire","SNP","Scottish National Party (SNP)","Philippa Whitford",21486,5304,46534,,69742,66.7,"SNP",1267,65.5
"S14000011","Coatbridge, Chryston and Bellshill","SNP","Scottish National Party (SNP)","Steven Bonnar",22680,5624,48221,,72943,66.1,"Lab",1586,63.4
"S14000012","Cumbernauld, Kilsyth and Kirkintilloch East","SNP","Scottish National Party (SNP)","Stuart McDonald",24158,12976,45686,,66079,69.1,"SNP",4264,65.9
"S14000013","Dumfries and Galloway","Con","Conservative and Unionist Party","Alister Jack",22678,1805,51429,,74580,69,"Con",5643,69.6
"S14000014","Dumfriesshire, Clydesdale and Tweeddale","Con","Conservative and Unionist Party","David Mundell",22611,3781,49153,,68330,71.9,"Con",9441,72.4
"S14000015","Dundee East","SNP","Scottish National Party (SNP)","Stewart Hosie",24361,13375,45277,,66210,68.4,"SNP",6645,65.3
"S14000016","Dundee West","SNP","Scottish National Party (SNP)","Chris Law",22355,12259,41579,,64431,64.5,"SNP",5262,61.9
"S14000017","Dunfermline and West Fife","SNP","Scottish National Party (SNP)","Douglas Chapman",23727,10699,53482,,76652,69.8,"SNP",844,67.5
"S14000018","East Dunbartonshire","SNP","Scottish National Party (SNP)","Amy Callaghan",19672,149,53031,,66075,80.3,"LD",5339,78.2
"S14000019","East Kilbride, Strathaven and Lesmahagow","SNP","Scottish National Party (SNP)","Lisa Cameron",26113,13322,56337,,81224,69.4,"SNP",3866,67.4
"S14000020","East Lothian","SNP","Scottish National Party (SNP)","Kenny MacAskill",21156,3886,58513,,81600,71.7,"Lab",3083,70.7
"S14000021","East Renfrewshire","SNP","Scottish National Party (SNP)","Kirsten Oswald",24877,5426,55357,,72232,76.6,"Con",4712,76.8
"S14000022","Edinburgh East","SNP","Scottish National Party (SNP)","Tommy Sheppard",23165,10417,47815,,69424,68.9,"SNP",3425,66.2
"S14000023","Edinburgh North and Leith","SNP","Scottish National Party (SNP)","Deidre Brock",25925,12808,59344,,81336,73,"SNP",1625,71.2
"S14000024","Edinburgh South","Lab","Labour Party","Ian Murray",23745,11095,49732,,66188,75.1,"Lab",15514,74.2
"S14000025","Edinburgh South West","SNP","Scottish National Party (SNP)","Joanna Cherry",24830,11982,52131,,73501,70.9,"SNP",1097,69.5
"S14000026","Edinburgh West","LD","Liberal Democrats","Christine Jardine",21766,3769,54533,,72507,75.2,"LD",2988,73.9
"S14000027","Na h-Eileanan an Iar","SNP","Scottish National Party (SNP)","Angus MacNeil",6531,2438,14477,,21106,68.6,"SNP",1007,69.7
"S14000028","Falkirk","SNP","Scottish National Party (SNP)","John McNally",29351,14948,55872,,84472,66.1,"SNP",4923,65.5
"S14000029","Glasgow Central","SNP","Scottish National Party (SNP)","Alison Thewliss",19750,6474,40105,,69230,57.9,"SNP",2267,56.1
"S14000030","Glasgow East","SNP","Scottish National Party (SNP)","David Linden",18357,5566,38483,,67381,57.1,"SNP",75,54.7
"S14000031","Glasgow North","SNP","Scottish National Party (SNP)","Patrick Grady",16982,5601,36191,,57130,63.3,"SNP",1060,62.3
"S14000032","Glasgow North East","SNP","Scottish National Party (SNP)","Anne McLaughlin",15911,2548,33925,,61075,55.5,"Lab",242,53.1
"S14000033","Glasgow North West","SNP","Scottish National Party (SNP)","Carol Monaghan",19678,8359,39735,,63402,62.7,"SNP",2561,61
"S14000034","Glasgow South","SNP","Scottish National Party (SNP)","Stewart McDonald",22829,9005,47443,,70891,66.9,"SNP",2027,64.6
"S14000035","Glasgow South West","SNP","Scottish National Party (SNP)","Chris Stephens",17643,4900,36847,,64575,57.1,"SNP",60,56.3
"S14000036","Glenrothes","SNP","Scottish National Party (SNP)","Peter Grant",21234,11757,41546,,65762,63.2,"SNP",3267,60.9
"S14000037","Gordon","SNP","Scottish National Party (SNP)","Richard Gordon Thomson",23885,819,55916,,79629,70.2,"Con",2607,68.4
"S14000038","Inverclyde","SNP","Scottish National Party (SNP)","Ronnie Cowan",19295,7512,39903,,60622,65.8,"SNP",384,66.5
"S14000039","Inverness, Nairn, Badenoch and Strathspey","SNP","Scottish National Party (SNP)","Drew Hendry",26247,10440,54810,,78057,70.2,"SNP",4924,68.8
"S14000040","Kilmarnock and Loudoun","SNP","Scottish National Party (SNP)","Alan Brown",24216,12659,47631,,74517,63.9,"SNP",6269,63.5
"S14000041","Kirkcaldy and Cowdenbeath","SNP","Scottish National Party (SNP)","Neale Hanvey",16568,1243,47005,,72853,64.5,"Lab",259,63.6
"S14000042","Lanark and Hamilton East","SNP","Scottish National Party (SNP)","Angela Crawley",22243,5187,53072,,77659,68.3,"SNP",266,65.4
"S14000043","Linlithgow and East Falkirk","SNP","Scottish National Party (SNP)","Martyn Day",25551,11266,57775,,87044,66.4,"SNP",2919,65.2
"S14000044","Livingston","SNP","Scottish National Party (SNP)","Hannah Bardell",25617,13435,54592,,82285,66.3,"SNP",3878,64.8
"S14000045","Midlothian","SNP","Scottish National Party (SNP)","Owen Thompson",20033,5705,48221,,70544,68.4,"Lab",885,66.4
"S14000046","Moray","Con","Conservative and Unionist Party","Douglas Ross",22112,513,48825,,71035,68.7,"Con",4159,67.5
"S14000047","Motherwell and Wishaw","SNP","Scottish National Party (SNP)","Marion Fellows",20622,6268,44420,,68856,64.5,"SNP",318,61.5
"S14000048","North Ayrshire and Arran","SNP","Scottish National Party (SNP)","Patricia Gibson",23376,8521,47154,,73534,64.1,"SNP",3633,64.9
"S14000049","North East Fife","LD","Liberal Democrats","Wendy Chamberlain",19763,1316,45878,,60905,75.3,"SNP",2,71.3
"S14000050","Ochil and South Perthshire","SNP","Scottish National Party (SNP)","John Nicolson",26882,4498,57813,,78776,73.4,"Con",3359,70.7
"S14000051","Orkney and Shetland","LD","Liberal Democrats","Alistair Carmichael",10381,2507,23160,,34211,67.7,"LD",4563,68.3
"S14000052","Paisley and Renfrewshire North","SNP","Scottish National Party (SNP)","Gavin Newlands",23353,11902,49682,,72007,69,"SNP",2613,69.2
"S14000053","Paisley and Renfrewshire South","SNP","Scottish National Party (SNP)","Mhairi Black",21637,10679,43084,,64385,66.9,"SNP",2541,68.1
"S14000054","Perth and North Perthshire","SNP","Scottish National Party (SNP)","Pete Wishart",27362,7550,54076,,72600,74.5,"SNP",21,71.9
"S14000055","Ross, Skye and Lochaber","SNP","Scottish National Party (SNP)","Ian Blackford",19263,9443,39869,,54229,73.5,"SNP",5919,71.8
"S14000056","Rutherglen and Hamilton West","SNP","Scottish National Party (SNP)","Margaret Ferrier",23775,5230,53794,,80918,66.5,"Lab",265,63.6
"S14000057","Stirling","SNP","Scottish National Party (SNP)","Alyn Smith",26895,9254,52620,,68473,76.8,"Con",148,74.4
"S14000058","West Aberdeenshire and Kincardine","Con","Conservative and Unionist Party","Andrew Bowie",22752,843,53345,,72640,73.4,"Con",7950,71.3
"S14000059","West Dunbartonshire","SNP","Scottish National Party (SNP)","Martin Docherty",22396,9553,45140,,66517,67.9,"SNP",2288,65.3
"W07000041","Ynys Mn","Con","Conservative and Unionist Party","Virginia Crosbie",12959,1968,36552,,51925,70.4,"Lab",5259,70.7
"W07000042","Delyn","Con","Conservative and Unionist Party","Rob Roberts",16756,865,38370,,,,"Lab",4240,73
"W07000043","Alyn and Deeside","Lab","Labour Party","Mark Tami",18271,213,43008,,,,"Lab",5235,71.2
"W07000044","Wrexham","Con","Conservative and Unionist Party","Sarah Atherton",15199,2131,33532,,49737,67.4,"Lab",1832,70.5
"W07000045","Llanelli","Lab","Labour Party","Nia Griffith",16125,4670,38233,,60513,63.2,"Lab",12024,68
"W07000046","Gower","Lab","Labour Party","Tonia Antoniazzi",20208,1837,44482,,,,"Lab",3269,73.4
"W07000047","Swansea West","Lab","Labour Party","Geraint Davies",18493,8116,35830,,,,"Lab",10598,65.7
"W07000048","Swansea East","Lab","Labour Party","Carolyn Harris",17405,7970,33579,,,,"Lab",13168,60.2
"W07000049","Aberavon","Lab","Labour Party","Stephen Kinnock",17008,10490,31598,,50747,62.3,"Lab",16761,66.8
"W07000050","Cardiff Central","Lab","Labour Party","Jo Stevens",25605,17179,41822,,64037,65.3,"Lab",17196,68.2
"W07000051","Cardiff North","Lab","Labour Party","Anna McMorrin",26064,6982,52666,,68438,77,"Lab",4174,77.5
"W07000052","Rhondda","Lab","Labour Party","Chris Bryant",16115,11440,29642,,,,"Lab",13746,65.3
"W07000053","Torfaen","Lab","Labour Party","Nick Thomas-Symonds",15546,3742,37176,,,,"Lab",10240,62.2
"W07000054","Monmouth","Con","Conservative and Unionist Party","David Davies",26160,9982,50217,,,,"Con",8206,76.7
"W07000055","Newport East","Lab","Labour Party","Jessica Morden",16125,1992,36282,,58554,62,"Lab",8003,64.5
"W07000056","Newport West","Lab","Labour Party","Ruth Jones",18977,902,43433,,66657,65.2,"Lab",5658,67.6
"W07000057","Arfon","PC","Plaid Cymru - The Party of Wales","Hywel Williams",13134,2781,29074,,42215,68.9,"PC",92,68.4
"W07000058","Aberconwy","Con","Conservative and Unionist Party","Robin John Millar",14687,2034,31865,,44699,71.3,"Con",635,71.2
"W07000059","Clwyd West","Con","Conservative and Unionist Party","David Jones",20403,6747,40203,,57714,69.7,"Con",3437,69.9
"W07000060","Vale of Clwyd","Con","Conservative and Unionist Party","James Davies",17270,1827,37213,,56649,65.7,"Lab",2379,68.2
"W07000061","Dwyfor Meirionnydd","PC","Plaid Cymru - The Party of Wales","Liz Saville Roberts",14447,4740,29928,,44362,67.5,"PC",4850,68
"W07000062","Clwyd South","Con","Conservative and Unionist Party","Simon Baynes",16222,1239,36306,,53919,67.3,"Lab",4356,69.9
"W07000063","Montgomeryshire","Con","Conservative and Unionist Party","Craig Williams",20020,12138,34214,,48997,69.8,"Con",9285,68.9
"W07000064","Ceredigion","PC","Plaid Cymru - The Party of Wales","Ben Lake",15208,6329,40105,,56250,71.3,"PC",104,73.4
"W07000065","Preseli Pembrokeshire","Con","Conservative and Unionist Party","Stephen Crabb",21381,5062,42419,,,,"Con",314,72.2
"W07000066","Carmarthen West and South Pembrokeshire","Con","Conservative and Unionist Party","Simon Anthony Hart",22183,7745,42114,,,,"Con",3110,72.2
"W07000067","Carmarthen East and Dinefwr","PC","Plaid Cymru - The Party of Wales","Jonathan Edwards",15939,1809,41002,,57407,71.4,"PC",3908,73.4
"W07000068","Brecon and Radnorshire","Con","Conservative and Unionist Party","Fay Alicia Jones",21958,7131,41319,,55490,74.5,"Con",8038,73.9
"W07000069","Neath","Lab","Labour and Co-operative Party","Christina Rees",15920,5637,36756,,56416,65.2,"Lab",12631,68.7
"W07000070","Cynon Valley","Lab","Labour Party","Beth Winter",15533,8822,30236,,,,"Lab",13238,62.1
"W07000071","Merthyr Tydfil and Rhymney","Lab","Labour Party","Gerald Jones",16913,10606,32246,,,,"Lab",16334,60.6
"W07000072","Blaenau Gwent","Lab","Labour Party","Nick Smith",14862,8647,30219,,50736,59.6,"Lab",11907,63.3
"W07000073","Bridgend","Con","Conservative and Unionist Party","Jamie Hamilton Wallis",18193,1157,42236,,61380,68.8,"Lab",4700,69.6
"W07000074","Ogmore","Lab","Labour Party","Chris Elmore",17602,7805,35390,,56155,63,"Lab",13871,65.3
"W07000075","Pontypridd","Lab","Labour Party","Alex Davies-Jones",17381,5887,39268,,,,"Lab",11448,66
"W07000076","Caerphilly","Lab","Labour Party","Wayne David",18018,6833,40117,,63166,63.5,"Lab",12078,64.3
"W07000077","Islwyn","Lab","Labour and Co-operative Party","Chris Evans",15356,5464,34350,,55423,62,"Lab",11412,64.3
"W07000078","Vale of Glamorgan","Con","Conservative and Unionist Party","Alun Cairns",27305,3562,54807,,76508,71.6,"Con",2190,72.7
"W07000079","Cardiff West","Lab","Labour Party","Kevin Brennan",23908,10986,46177,,68508,67.4,"Lab",12551,70
"W07000080","Cardiff South and Penarth","Lab","Labour and Co-operative Party","Stephen Doughty",27382,12737,50579,,78837,64.2,"Lab",14864,66.5
